nombre,url,posicion,pais,altura,peso,equipo,aerial_duels_lost,through_balls,total_clearances,ground_duels,overruns,aerial_duels_won,substitute_on,unsuccessful_dribbles,penalties_taken,touches,putthrough_blocked_distribution,successful_dribbles,right_foot_goals,goals,recoveries,tackles_won,yellow_cards,successful_short_passes,successful_passes_own_half,left_foot_goals,headed_goals,penalty_goals,penalty_goals_conceded,goal_assists,total_fouls_won,putthrough_blocked_distribution_won,offsides,total_shots,hit_woodwork,games_played,total_successful_passes_excl_crosses_corners,rightside_passes,time_played,goals_conceded,tackles_lost,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_layoffs,foul_attempted_tackle,open_play_passes,total_tackles,ground_duels_won,successful_passes_opposition_half,corners_won,times_tackled,unsuccessful_passes_own_half,goals_conceded_inside_box,handballs_conceded,successful_open_play_passes,total_losses_of_possession,forward_passes,shots_on_target_inc_goals,successful_layoffs,attempts_from_set_pieces,clean_sheets,appearances,unsuccessful_crosses_corners,unsuccessful_passes_opposition_half,unsuccessful_short_passes,blocked_shots,total_fouls_conceded,duels_won,aerial_duels,duels,total_passes,shots_off_target_inc_woodwork,duels_lost,blocks,key_passes_attempt_assists,successful_long_passes,goals_conceded_outside_box,backward_passes,assists_intentional,leftside_passes,starts,total_touches_in_opposition_box,substitute_off,ground_duels_lost,unsuccessful_crosses_open_play,goals_from_inside_box,goals_from_outside_box,index,home_goals,away_goals,winning_goal,team_games_played,foul_won_penalty,successful_crosses_open_play,successful_crosses_corners,throw_ins_to_own_player,unsuccessful_long_passes,clearances_off_the_line,interceptions,total_red_cards,unsuccessful_launches,straight_red_cards,corners_taken_incl_short_corners,unsuccessful_corners_into_box,set_pieces_goals,other_goals,successful_corners_into_box,second_goal_assists,successful_launches,red_cards_2nd_yellow,penalties_conceded,throw_ins_to_opposition_player,own_goal_scored,penalties_off_target,last_player_tackle,gk_successful_distribution,goal_kicks,gk_unsuccessful_distribution,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made,saves_from_penalty,saves_made_caught,drops,penalties_saved,goalkeeper_smother,punches,saves_made_parried,catches,crosses_not_claimed
GONZALO MELERO,https://www.laliga.com//es-GB/jugador/melero,Centrocampista,ES,183,77,UD Almería,22.0,,11.0,91.0,2.0,19.0,18.0,10.0,,622.0,13.0,7.0,1.0,1.0,41.0,8.0,3.0,370.0,178.0,,,,2.0,1.0,17.0,8.0,1.0,13.0,1.0,28.0,378.0,151.0,1094.0,27.0,6.0,78.0,3.0,12.0,440.0,14.0,38.0,201.0,,23.0,21.0,24.0,3.0,363.0,135.0,133.0,4.0,9.0,,,28.0,3.0,60.0,72.0,1.0,21.0,57.0,41.0,132.0,456.0,9.0,75.0,4.0,10.0,8.0,3.0,84.0,1.0,88.0,10.0,30.0,8.0,53.0,3.0,,1.0,77.0,1.0,0.0,0.0,38,,,1.0,2.0,6.0,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
MARC PUBILL,https://www.laliga.com//es-GB/jugador/marc-pubill,Defensa,ES,190,86,UD Almería,21.0,,71.0,186.0,6.0,26.0,1.0,23.0,,1337.0,44.0,33.0,1.0,1.0,93.0,23.0,2.0,513.0,291.0,,,,2.0,3.0,34.0,12.0,,14.0,,23.0,538.0,32.0,1889.0,36.0,24.0,163.0,,18.0,675.0,47.0,113.0,257.0,12.0,37.0,62.0,32.0,1.0,512.0,348.0,271.0,5.0,1.0,,3.0,23.0,58.0,159.0,110.0,6.0,21.0,139.0,47.0,233.0,701.0,9.0,94.0,8.0,18.0,25.0,4.0,115.0,2.0,283.0,22.0,33.0,7.0,73.0,58.0,1.0,,95.0,0.0,1.0,0.0,38,,10.0,10.0,138.0,53.0,1.0,15.0,,31.0,,,,,,,,7.0,,,49.0,,,1.0,,,,,,,,,,,,,,,,
FRAN PÉREZ,https://www.laliga.com//es-GB/jugador/francisco-martinez-1,Centrocampista,ES,175,68,Valencia CF,19.0,3.0,4.0,242.0,5.0,6.0,5.0,47.0,,953.0,47.0,40.0,1.0,1.0,109.0,17.0,4.0,414.0,150.0,,,,2.0,4.0,23.0,19.0,8.0,13.0,,32.0,423.0,42.0,2069.0,16.0,13.0,106.0,,23.0,524.0,30.0,93.0,281.0,11.0,89.0,27.0,14.0,,418.0,314.0,140.0,2.0,4.0,,2.0,32.0,42.0,121.0,99.0,7.0,31.0,99.0,25.0,267.0,529.0,11.0,168.0,,15.0,9.0,2.0,179.0,3.0,168.0,27.0,48.0,25.0,149.0,42.0,1.0,,21.0,0.0,1.0,0.0,38,,8.0,8.0,5.0,7.0,,14.0,,4.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
MOUCTAR DIAKHABY,https://www.laliga.com//es-GB/jugador/diakhaby,Defensa,GN,189,78,Valencia CF,13.0,,60.0,40.0,1.0,25.0,2.0,1.0,,702.0,14.0,4.0,,1.0,67.0,11.0,6.0,446.0,345.0,1.0,,,1.0,,2.0,10.0,,5.0,,14.0,475.0,189.0,1071.0,15.0,7.0,70.0,,8.0,530.0,18.0,24.0,130.0,,5.0,27.0,15.0,,462.0,86.0,151.0,3.0,,,3.0,14.0,,43.0,37.0,2.0,9.0,49.0,38.0,78.0,545.0,2.0,29.0,7.0,2.0,29.0,,39.0,,166.0,12.0,7.0,3.0,16.0,,1.0,,45.0,0.0,1.0,0.0,38,,,,,33.0,,11.0,,15.0,,,,,,,,3.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,
JESÚS VÁZQUEZ,https://www.laliga.com//es-GB/jugador/j-vazquez-1,Defensa,ES,182,76,Valencia CF,19.0,,20.0,76.0,,12.0,14.0,12.0,,423.0,28.0,6.0,,1.0,47.0,12.0,1.0,117.0,50.0,1.0,,,,,7.0,13.0,1.0,5.0,,20.0,120.0,57.0,705.0,10.0,12.0,59.0,,5.0,178.0,24.0,37.0,75.0,1.0,25.0,20.0,8.0,,119.0,133.0,73.0,2.0,,,1.0,20.0,13.0,52.0,41.0,2.0,8.0,49.0,31.0,107.0,179.0,3.0,58.0,4.0,3.0,3.0,2.0,35.0,,14.0,6.0,15.0,3.0,39.0,13.0,1.0,,100.0,0.0,1.0,0.0,38,,5.0,5.0,48.0,18.0,,3.0,,12.0,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,,,,,
JOSÉ GAYÀ,https://www.laliga.com//es-GB/jugador/gaya,Defensa,ES,172,66,Valencia CF,9.0,1.0,37.0,150.0,1.0,11.0,2.0,8.0,,1291.0,43.0,8.0,,1.0,112.0,36.0,2.0,584.0,328.0,1.0,,,2.0,2.0,12.0,15.0,1.0,7.0,,24.0,628.0,302.0,1797.0,23.0,35.0,165.0,,18.0,772.0,71.0,91.0,315.0,15.0,15.0,56.0,21.0,4.0,611.0,291.0,300.0,1.0,1.0,1.0,6.0,24.0,67.0,176.0,101.0,3.0,24.0,102.0,20.0,170.0,793.0,6.0,68.0,3.0,23.0,44.0,2.0,157.0,2.0,34.0,22.0,15.0,9.0,59.0,64.0,1.0,,56.0,1.0,0.0,1.0,38,,15.0,15.0,158.0,64.0,,11.0,,34.0,,,,,,,,9.0,,,24.0,,,1.0,,,,,,,,,,,,,,,,
PEP CHAVARRÍA,https://www.laliga.com//es-GB/jugador/chavarria-1,Defensa,ES,174,72,Rayo Vallecano,10.0,1.0,24.0,86.0,,14.0,10.0,10.0,,986.0,36.0,11.0,,1.0,68.0,18.0,3.0,497.0,253.0,1.0,,,,1.0,22.0,12.0,3.0,8.0,,22.0,515.0,210.0,1164.0,15.0,5.0,129.0,,6.0,640.0,23.0,55.0,277.0,11.0,17.0,44.0,14.0,,511.0,236.0,252.0,2.0,2.0,,3.0,22.0,55.0,140.0,79.0,3.0,8.0,69.0,24.0,110.0,644.0,6.0,41.0,3.0,12.0,18.0,1.0,148.0,1.0,34.0,12.0,15.0,4.0,31.0,55.0,,1.0,100.0,1.0,0.0,0.0,38,,15.0,15.0,88.0,50.0,,6.0,1.0,33.0,,,,,,,,5.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,
RADAMEL FALCAO,https://www.laliga.com//es-GB/jugador/falcao,Delantero,CO,177,72,Rayo Vallecano,25.0,1.0,4.0,50.0,,15.0,20.0,4.0,1.0,190.0,3.0,3.0,1.0,1.0,20.0,5.0,4.0,87.0,28.0,,,1.0,,,10.0,2.0,6.0,13.0,1.0,22.0,89.0,19.0,391.0,6.0,2.0,18.0,2.0,7.0,102.0,7.0,19.0,62.0,3.0,16.0,1.0,6.0,1.0,84.0,47.0,23.0,7.0,6.0,,,22.0,,17.0,18.0,4.0,15.0,34.0,40.0,90.0,107.0,6.0,56.0,,4.0,2.0,,35.0,,30.0,2.0,23.0,2.0,31.0,,1.0,,56.0,1.0,0.0,0.0,38,,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ÓSCAR VALENTÍN,https://www.laliga.com//es-GB/jugador/oscar-5,Centrocampista,ES,177,72,Rayo Vallecano,50.0,5.0,48.0,297.0,1.0,35.0,2.0,4.0,,1667.0,71.0,7.0,,1.0,160.0,66.0,5.0,950.0,500.0,1.0,,,,,41.0,52.0,,11.0,1.0,34.0,1003.0,302.0,2700.0,29.0,41.0,224.0,,54.0,1198.0,107.0,153.0,504.0,2.0,14.0,71.0,24.0,2.0,976.0,280.0,444.0,7.0,10.0,,8.0,34.0,4.0,157.0,156.0,4.0,77.0,188.0,85.0,382.0,1227.0,4.0,194.0,10.0,11.0,53.0,5.0,147.0,,334.0,32.0,19.0,11.0,144.0,4.0,1.0,,45.0,0.0,1.0,0.0,38,,1.0,1.0,1.0,68.0,,34.0,1.0,39.0,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,
RANDY NTEKA,https://www.laliga.com//es-GB/jugador/nteka,Centrocampista,FR,189,75,Rayo Vallecano,24.0,1.0,11.0,83.0,,27.0,13.0,8.0,1.0,325.0,11.0,7.0,,1.0,23.0,4.0,2.0,124.0,36.0,1.0,,1.0,,1.0,14.0,5.0,6.0,10.0,,16.0,128.0,37.0,563.0,11.0,7.0,45.0,2.0,11.0,168.0,11.0,32.0,92.0,6.0,28.0,17.0,9.0,2.0,123.0,97.0,38.0,6.0,7.0,,,16.0,3.0,31.0,45.0,5.0,19.0,59.0,51.0,134.0,173.0,4.0,75.0,1.0,8.0,4.0,2.0,45.0,,53.0,3.0,39.0,3.0,51.0,3.0,1.0,,23.0,0.0,1.0,0.0,38,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATHÉ CISS,https://www.laliga.com//es-GB/jugador/pathe-ciss,Centrocampista,SN,186,71,Rayo Vallecano,43.0,2.0,53.0,147.0,5.0,51.0,15.0,3.0,,1203.0,27.0,17.0,1.0,1.0,127.0,24.0,10.0,682.0,424.0,,,,1.0,,29.0,17.0,4.0,19.0,1.0,31.0,734.0,240.0,1658.0,30.0,20.0,144.0,,17.0,839.0,44.0,89.0,312.0,3.0,21.0,50.0,27.0,2.0,698.0,198.0,261.0,8.0,6.0,,2.0,31.0,1.0,95.0,109.0,3.0,27.0,140.0,94.0,241.0,878.0,11.0,101.0,10.0,11.0,52.0,3.0,137.0,,240.0,16.0,27.0,9.0,58.0,1.0,1.0,,50.0,0.0,1.0,0.0,38,,2.0,2.0,2.0,35.0,,31.0,,13.0,,,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,
UNAI LÓPEZ,https://www.laliga.com//es-GB/jugador/unai-lopez,Centrocampista,ES,170,68,Rayo Vallecano,19.0,3.0,13.0,223.0,4.0,16.0,7.0,17.0,,1760.0,40.0,22.0,1.0,1.0,160.0,24.0,9.0,1071.0,613.0,,,,1.0,2.0,22.0,21.0,3.0,25.0,1.0,35.0,1151.0,346.0,2123.0,28.0,24.0,215.0,1.0,43.0,1306.0,48.0,92.0,561.0,8.0,40.0,45.0,26.0,1.0,1098.0,348.0,411.0,5.0,12.0,3.0,3.0,35.0,50.0,220.0,119.0,7.0,60.0,108.0,35.0,258.0,1366.0,20.0,150.0,3.0,29.0,80.0,2.0,238.0,2.0,371.0,28.0,17.0,23.0,131.0,25.0,,1.0,56.0,1.0,0.0,0.0,38,,9.0,23.0,10.0,96.0,,16.0,,50.0,,43.0,20.0,,,12.0,,9.0,,,,,,,,,,,,,,,,,,,,,,
SAÚL COCO,https://www.laliga.com//es-GB/jugador/coco,Defensa,GQ,187,86,UD Las Palmas,38.0,1.0,116.0,95.0,1.0,58.0,4.0,3.0,,1744.0,20.0,3.0,1.0,1.0,104.0,19.0,6.0,1211.0,887.0,,,,3.0,,24.0,12.0,,15.0,,30.0,1255.0,213.0,2293.0,33.0,13.0,157.0,,13.0,1360.0,32.0,59.0,368.0,1.0,12.0,67.0,31.0,1.0,1206.0,188.0,540.0,4.0,,8.0,4.0,30.0,1.0,91.0,94.0,5.0,19.0,117.0,96.0,191.0,1412.0,11.0,74.0,15.0,1.0,44.0,2.0,137.0,,522.0,26.0,12.0,1.0,36.0,1.0,,1.0,91.0,0.0,1.0,0.0,38,,,,2.0,63.0,,20.0,1.0,33.0,1.0,,,1.0,,,,13.0,,,,1.0,,3.0,4.0,4.0,,,,,,,,,,,,,,
SANDRO RAMÍREZ,https://www.laliga.com//es-GB/jugador/sandro,Delantero,ES,175,71,UD Las Palmas,11.0,1.0,14.0,145.0,5.0,7.0,6.0,25.0,1.0,983.0,36.0,22.0,1.0,1.0,60.0,8.0,3.0,467.0,147.0,,,,2.0,3.0,36.0,12.0,16.0,37.0,2.0,27.0,489.0,224.0,1819.0,25.0,4.0,104.0,,13.0,546.0,12.0,70.0,366.0,25.0,48.0,18.0,25.0,2.0,443.0,292.0,95.0,19.0,18.0,5.0,,27.0,65.0,151.0,100.0,15.0,20.0,77.0,18.0,163.0,593.0,18.0,86.0,1.0,29.0,22.0,,182.0,3.0,92.0,21.0,85.0,17.0,75.0,23.0,,1.0,46.0,0.0,1.0,0.0,38,1.0,5.0,24.0,3.0,4.0,,4.0,,,,69.0,33.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,
SERGI CARDONA,https://www.laliga.com//es-GB/jugador/sergi-cardona,Defensa,ES,185,77,UD Las Palmas,38.0,3.0,92.0,293.0,3.0,53.0,5.0,16.0,,2706.0,91.0,17.0,,1.0,188.0,55.0,10.0,1395.0,755.0,1.0,,,4.0,2.0,60.0,38.0,5.0,17.0,,35.0,1429.0,734.0,2816.0,38.0,35.0,304.0,,38.0,1696.0,90.0,166.0,690.0,21.0,38.0,127.0,36.0,3.0,1393.0,511.0,667.0,5.0,1.0,,7.0,35.0,73.0,250.0,225.0,9.0,52.0,219.0,91.0,384.0,1733.0,12.0,165.0,7.0,37.0,34.0,2.0,240.0,2.0,92.0,30.0,70.0,5.0,127.0,73.0,1.0,,75.0,0.0,1.0,0.0,38,,16.0,16.0,282.0,79.0,,46.0,,46.0,,,,,,,,5.0,,,35.0,,,,,,,,,,,,,,,,,,,
JAVI LLABRÉS,https://www.laliga.com//es-GB/jugador/javi-llabres,Delantero,ES,174,null,RCD Mallorca,3.0,,2.0,25.0,1.0,2.0,15.0,3.0,,156.0,4.0,5.0,1.0,1.0,15.0,1.0,1.0,55.0,20.0,,,,,,1.0,1.0,,6.0,,16.0,57.0,18.0,234.0,3.0,2.0,19.0,,3.0,76.0,3.0,9.0,43.0,4.0,10.0,4.0,3.0,,57.0,55.0,20.0,4.0,2.0,,,16.0,14.0,29.0,14.0,3.0,5.0,11.0,5.0,30.0,76.0,2.0,19.0,,5.0,2.0,,20.0,,18.0,1.0,12.0,1.0,16.0,13.0,1.0,,72.0,0.0,1.0,0.0,38,,2.0,6.0,1.0,5.0,,3.0,,2.0,,5.0,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
JOSÉ MANUEL ARIAS COPETE,https://www.laliga.com//es-GB/jugador/copete,Defensa,ES,192,73,RCD Mallorca,17.0,1.0,41.0,116.0,,21.0,2.0,4.0,,791.0,14.0,4.0,,1.0,75.0,27.0,7.0,405.0,283.0,1.0,,,2.0,1.0,13.0,6.0,,5.0,,19.0,446.0,225.0,1336.0,20.0,18.0,125.0,,22.0,550.0,45.0,61.0,166.0,4.0,7.0,41.0,16.0,,431.0,153.0,240.0,1.0,1.0,,3.0,19.0,7.0,91.0,63.0,2.0,36.0,82.0,38.0,154.0,571.0,4.0,72.0,6.0,3.0,41.0,4.0,48.0,,58.0,17.0,10.0,9.0,55.0,7.0,1.0,,28.0,1.0,0.0,1.0,38,,3.0,3.0,,62.0,,32.0,,32.0,,,,,,,,9.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
SAMUEL DE ALMEIDA COSTA,https://www.laliga.com//es-GB/jugador/samu-3,Centrocampista,PT,183,75,RCD Mallorca,33.0,1.0,57.0,286.0,2.0,62.0,8.0,8.0,,1523.0,50.0,12.0,,1.0,164.0,50.0,8.0,754.0,448.0,1.0,,,3.0,1.0,49.0,14.0,6.0,16.0,1.0,34.0,823.0,280.0,2305.0,30.0,41.0,235.0,1.0,44.0,1041.0,91.0,151.0,380.0,6.0,30.0,63.0,27.0,2.0,807.0,332.0,334.0,3.0,11.0,1.0,6.0,34.0,19.0,191.0,176.0,6.0,62.0,213.0,95.0,381.0,1058.0,13.0,168.0,14.0,11.0,69.0,3.0,194.0,,250.0,26.0,34.0,9.0,135.0,18.0,1.0,,58.0,0.0,1.0,0.0,38,,4.0,5.0,2.0,59.0,,39.0,,26.0,,2.0,1.0,,,1.0,1.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,
PABLO MAFFEO,https://www.laliga.com//es-GB/jugador/maffeo,Defensa,AR,172,70,RCD Mallorca,26.0,2.0,18.0,136.0,2.0,33.0,5.0,13.0,,833.0,30.0,16.0,1.0,1.0,81.0,22.0,3.0,258.0,121.0,,,,3.0,2.0,20.0,10.0,4.0,7.0,,22.0,277.0,17.0,1455.0,21.0,13.0,141.0,,11.0,415.0,35.0,71.0,170.0,17.0,27.0,44.0,17.0,,274.0,294.0,180.0,4.0,,,3.0,22.0,53.0,150.0,89.0,4.0,22.0,104.0,59.0,195.0,418.0,3.0,91.0,2.0,9.0,19.0,4.0,88.0,2.0,133.0,17.0,30.0,6.0,65.0,53.0,1.0,,28.0,0.0,1.0,1.0,38,,14.0,14.0,83.0,52.0,,10.0,1.0,37.0,1.0,1.0,,,,,,10.0,,,33.0,,,,,,,,,,,,,,,,,,,
GIOVANNI GONZÁLEZ,https://www.laliga.com//es-GB/jugador/giovanni-gonzalez,Defensa,UY,173,73,RCD Mallorca,37.0,,54.0,209.0,,37.0,7.0,12.0,,1575.0,52.0,15.0,1.0,1.0,154.0,45.0,7.0,703.0,391.0,,,,2.0,1.0,20.0,21.0,3.0,9.0,1.0,34.0,770.0,56.0,2464.0,29.0,28.0,227.0,,19.0,985.0,73.0,108.0,394.0,12.0,27.0,85.0,24.0,4.0,761.0,351.0,438.0,4.0,,,5.0,34.0,47.0,189.0,139.0,5.0,38.0,145.0,74.0,283.0,997.0,5.0,138.0,3.0,20.0,67.0,5.0,155.0,1.0,348.0,27.0,23.0,7.0,101.0,47.0,1.0,,72.0,1.0,0.0,1.0,38,,15.0,15.0,151.0,88.0,,31.0,,50.0,,,,,,,,20.0,,1.0,24.0,,,,,,,,,,,,,,,,,,,
YAN BUENO COUTO,https://www.laliga.com//es-GB/jugador/yan-couto,Defensa,BR,168,60,Girona FC,14.0,5.0,17.0,274.0,8.0,5.0,10.0,50.0,,1763.0,59.0,48.0,,1.0,153.0,34.0,8.0,872.0,394.0,1.0,,,2.0,8.0,42.0,12.0,7.0,25.0,,34.0,904.0,79.0,2245.0,31.0,11.0,191.0,,23.0,1070.0,45.0,134.0,530.0,33.0,87.0,72.0,29.0,1.0,880.0,432.0,292.0,11.0,4.0,,5.0,34.0,91.0,210.0,155.0,4.0,35.0,139.0,19.0,293.0,1095.0,14.0,154.0,2.0,19.0,32.0,2.0,320.0,5.0,404.0,24.0,87.0,9.0,140.0,91.0,1.0,,91.0,0.0,1.0,0.0,38,2.0,20.0,20.0,133.0,36.0,,10.0,,22.0,,1.0,,,,,1.0,4.0,,1.0,12.0,,,,,,,,,,,,,,,,,,,
DALEY BLIND,https://www.laliga.com//es-GB/jugador/daley-blind,Defensa,NL,180,72,Girona FC,33.0,,110.0,122.0,1.0,39.0,1.0,9.0,,2925.0,45.0,17.0,,1.0,147.0,21.0,6.0,2180.0,1346.0,1.0,,,4.0,2.0,12.0,18.0,,12.0,,34.0,2279.0,1025.0,2971.0,37.0,26.0,245.0,,12.0,2450.0,47.0,76.0,938.0,5.0,12.0,81.0,36.0,2.0,2209.0,312.0,1060.0,6.0,2.0,1.0,11.0,34.0,12.0,176.0,144.0,5.0,19.0,115.0,72.0,194.0,2524.0,6.0,79.0,19.0,15.0,99.0,1.0,215.0,1.0,224.0,33.0,30.0,1.0,46.0,12.0,1.0,,75.0,1.0,0.0,0.0,38,,3.0,5.0,20.0,101.0,,21.0,,43.0,,2.0,,,,1.0,,15.0,,1.0,1.0,,,,5.0,5.0,,,,,,,,,,,,,,
ÍÑIGO RUÍZ DE GALARRETA,https://www.laliga.com//es-GB/jugador/r-de-galarreta,Centrocampista,ES,175,69,Athletic Club,23.0,8.0,17.0,227.0,1.0,22.0,4.0,8.0,,1508.0,31.0,22.0,1.0,1.0,152.0,31.0,7.0,904.0,387.0,,,,,1.0,41.0,13.0,,9.0,,29.0,970.0,347.0,2104.0,19.0,18.0,197.0,,40.0,1139.0,49.0,112.0,604.0,5.0,37.0,36.0,16.0,1.0,945.0,301.0,329.0,2.0,15.0,,4.0,29.0,36.0,197.0,151.0,2.0,54.0,134.0,45.0,272.0,1167.0,7.0,138.0,5.0,26.0,66.0,3.0,156.0,1.0,335.0,25.0,7.0,16.0,115.0,13.0,,1.0,42.0,0.0,1.0,0.0,38,,5.0,21.0,2.0,46.0,,12.0,,10.0,,36.0,18.0,,,13.0,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,
AITOR PAREDES,https://www.laliga.com//es-GB/jugador/paredes-2,Defensa,ES,186,76,Athletic Club,38.0,2.0,101.0,79.0,,60.0,3.0,1.0,,1823.0,19.0,2.0,1.0,1.0,137.0,11.0,7.0,1232.0,961.0,,,,1.0,,11.0,12.0,,12.0,,34.0,1328.0,568.0,2706.0,27.0,9.0,223.0,,19.0,1506.0,20.0,33.0,368.0,1.0,3.0,75.0,21.0,,1288.0,237.0,546.0,3.0,,,11.0,34.0,,148.0,111.0,2.0,37.0,93.0,98.0,177.0,1551.0,9.0,84.0,11.0,4.0,96.0,6.0,80.0,,357.0,31.0,24.0,6.0,46.0,,1.0,,55.0,0.0,1.0,0.0,38,,1.0,1.0,2.0,112.0,,33.0,1.0,48.0,,,,,,,,12.0,1.0,,,,,,6.0,6.0,,,,,,,,,,,,,,
ÓSCAR DE MARCOS,https://www.laliga.com//es-GB/jugador/de-marcos,Defensa,ES,182,77,Athletic Club,17.0,1.0,37.0,145.0,2.0,14.0,2.0,16.0,,1808.0,55.0,6.0,1.0,1.0,124.0,39.0,5.0,915.0,410.0,,,,1.0,5.0,12.0,22.0,5.0,4.0,,28.0,973.0,47.0,2261.0,27.0,17.0,199.0,,16.0,1142.0,56.0,73.0,594.0,21.0,22.0,42.0,23.0,,947.0,363.0,483.0,2.0,,,9.0,28.0,90.0,247.0,141.0,1.0,22.0,87.0,31.0,176.0,1172.0,2.0,89.0,6.0,16.0,58.0,4.0,150.0,4.0,492.0,26.0,34.0,5.0,72.0,90.0,1.0,,53.0,1.0,0.0,0.0,38,,30.0,31.0,239.0,58.0,2.0,15.0,,31.0,,1.0,,,,1.0,,10.0,,,28.0,,,,,,,,,,,,,,,,,,,
ANTONIO RÜDIGER,https://www.laliga.com//es-GB/jugador/antonio-rudiger,Defensa,DE,190,85,Real Madrid,23.0,3.0,86.0,65.0,,49.0,3.0,2.0,,2040.0,16.0,1.0,,1.0,124.0,15.0,7.0,1541.0,1158.0,,1.0,,,,5.0,7.0,1.0,13.0,1.0,33.0,1619.0,408.0,2707.0,23.0,11.0,179.0,,15.0,1757.0,26.0,32.0,463.0,3.0,4.0,55.0,21.0,1.0,1581.0,193.0,617.0,2.0,,,14.0,33.0,2.0,126.0,84.0,6.0,26.0,81.0,72.0,137.0,1798.0,11.0,56.0,20.0,5.0,78.0,2.0,116.0,,657.0,30.0,25.0,2.0,33.0,2.0,1.0,,57.0,1.0,0.0,1.0,38,,2.0,2.0,9.0,95.0,,11.0,,24.0,,,,,,,,8.0,,,,,,,11.0,11.0,,,,,,,,,,,,,,
FRAN GARCÍA,https://www.laliga.com//es-GB/jugador/fran-garcia-1,Defensa,ES,167,69,Real Madrid,15.0,2.0,16.0,92.0,2.0,8.0,10.0,9.0,,1192.0,33.0,8.0,,1.0,104.0,17.0,2.0,703.0,301.0,1.0,,,1.0,5.0,15.0,13.0,10.0,8.0,,25.0,722.0,306.0,1396.0,15.0,8.0,91.0,1.0,8.0,806.0,25.0,47.0,430.0,5.0,17.0,34.0,15.0,,715.0,197.0,233.0,1.0,,,5.0,25.0,51.0,108.0,61.0,1.0,10.0,55.0,23.0,115.0,813.0,7.0,60.0,3.0,11.0,19.0,,232.0,3.0,42.0,15.0,25.0,6.0,45.0,51.0,1.0,,52.0,0.0,1.0,1.0,38,,9.0,9.0,110.0,30.0,,19.0,,22.0,,,,,,,,6.0,,,12.0,,,,,,,,,,,,,,,,,,,
TONI KROOS,https://www.laliga.com//es-GB/jugador/kroos,Centrocampista,DE,183,76,Real Madrid,4.0,6.0,6.0,156.0,,8.0,9.0,3.0,,2735.0,30.0,5.0,1.0,1.0,144.0,34.0,3.0,2011.0,979.0,,,,,8.0,38.0,18.0,3.0,25.0,2.0,33.0,2242.0,953.0,2130.0,19.0,19.0,126.0,2.0,13.0,2241.0,53.0,96.0,1299.0,12.0,9.0,27.0,17.0,1.0,2122.0,231.0,792.0,13.0,11.0,10.0,5.0,33.0,82.0,181.0,88.0,10.0,17.0,104.0,12.0,168.0,2368.0,12.0,64.0,4.0,54.0,231.0,2.0,212.0,7.0,411.0,24.0,13.0,14.0,60.0,13.0,,1.0,95.0,0.0,1.0,0.0,38,,6.0,36.0,13.0,38.0,,17.0,,,,89.0,44.0,,,23.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
CARLES ALEÑÁ,https://www.laliga.com//es-GB/jugador/alena,Centrocampista,ES,180,73,Getafe CF,19.0,1.0,10.0,120.0,2.0,12.0,19.0,20.0,,586.0,23.0,6.0,,1.0,53.0,8.0,6.0,273.0,81.0,,1.0,,1.0,1.0,18.0,11.0,3.0,11.0,,29.0,291.0,79.0,1008.0,22.0,16.0,66.0,,13.0,346.0,24.0,47.0,223.0,6.0,38.0,15.0,20.0,1.0,282.0,153.0,84.0,5.0,6.0,,,29.0,20.0,71.0,45.0,5.0,22.0,59.0,31.0,151.0,357.0,6.0,92.0,3.0,17.0,18.0,2.0,58.0,1.0,136.0,10.0,23.0,10.0,73.0,11.0,1.0,,20.0,0.0,1.0,0.0,38,,2.0,13.0,4.0,21.0,,4.0,,12.0,,14.0,6.0,,,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
